,arrival_hydrophone,init_arrival_time,id,depth,aic_t,first_hydrophone,second_hydrophone,arrival_time,first_arrival,second_arrival,dt
510,h4,18037.327279548612,510,210.25,"[18037.327278310186, 18037.32727940972, 18037.327279479166, 18037.32727940972, 18037.32727988426, 18037.327280497684]",3,2,18037.32727940972,2019-05-21 07:51:16.941000+00:00,2019-05-21 07:51:16.947000+00:00,-0.006
511,h4,18037.327287534725,511,212.0,"[18037.327287604166, 18037.32728670139, 18037.327287592594, 18037.3272875, 18037.32728795139, 18037.32728846065]",3,2,18037.3272875,2019-05-21 07:51:17.640000+00:00,2019-05-21 07:51:17.648000+00:00,-0.008
512,h4,18037.327295289353,512,266.25,"[18037.327293993054, 18037.3272940625, 18037.327295335646, 18037.327295266205, 18037.32729574074, 18037.327295324074]",3,5,18037.327295266205,2019-05-21 07:51:18.311000+00:00,2019-05-21 07:51:18.316000+00:00,-0.005
513,h4,18037.32730269676,513,211.125,"[18037.327301307872, 18037.327302800928, 18037.327302708334, 18037.327302627316, 18037.327303159724, 18037.327303645834]",3,2,18037.327302627316,2019-05-21 07:51:18.947000+00:00,2019-05-21 07:51:18.954000+00:00,-0.007
514,h4,18037.32731099537,514,404.5,"[18037.32731045139, 18037.327309236112, 18037.327310497687, 18037.32731039352, 18037.32731090278, 18037.32730953704]",5,3,18037.32730953704,2019-05-21 07:51:19.544000+00:00,2019-05-21 07:51:19.618000+00:00,-0.074
515,h4,18037.327316655093,515,210.25,"[18037.32731664352, 18037.32731664352, 18037.327316712966, 18037.32731664352, 18037.32731709491, 18037.32731758102]",3,2,18037.32731664352,2019-05-21 07:51:20.158000+00:00,2019-05-21 07:51:20.164000+00:00,-0.006
516,h4,18037.327323344907,516,210.25,"[18037.32732222222, 18037.327322430552, 18037.327323402777, 18037.32732333333, 18037.32732378472, 18037.327324502312]",3,2,18037.32732333333,2019-05-21 07:51:20.736000+00:00,2019-05-21 07:51:20.742000+00:00,-0.006
517,h4,18037.327331284723,517,373.0,"[18037.327330624998, 18037.32733045139, 18037.327331342593, 18037.327331261575, 18037.32733173611, 18037.327330613425]",5,3,18037.327330613425,2019-05-21 07:51:21.365000+00:00,2019-05-21 07:51:21.421000+00:00,-0.056
518,h4,18037.32733440972,518,210.25,"[18037.32733439815, 18037.32733439815, 18037.327334467594, 18037.32733439815, 18037.32733484954, 18037.32733556713]",3,2,18037.32733439815,2019-05-21 07:51:21.692000+00:00,2019-05-21 07:51:21.698000+00:00,-0.006
519,h4,18037.32734070602,519,338.0,"[18037.32734068287, 18037.327339444444, 18037.327340763888, 18037.32734068287, 18037.327341134256, 18037.3273402662]",5,3,18037.3273402662,2019-05-21 07:51:22.199000+00:00,2019-05-21 07:51:22.235000+00:00,-0.036
520,h4,18037.327355347225,520,212.0,"[18037.327354421297, 18037.327355324076, 18037.327355358797, 18037.327355266203, 18037.327355717593, 18037.327356296297]",3,2,18037.327355266203,2019-05-21 07:51:23.495000+00:00,2019-05-21 07:51:23.503000+00:00,-0.008
521,h4,18037.327362094908,521,207.625,"[18037.327360729163, 18037.327361724536, 18037.327362118052, 18037.32736208333, 18037.32736253472, 18037.32736304398]",3,2,18037.32736208333,2019-05-21 07:51:24.084000+00:00,2019-05-21 07:51:24.087000+00:00,-0.003
522,h4,18037.327366770834,522,211.125,"[18037.32736675926, 18037.327366273148, 18037.327366828704, 18037.327366747686, 18037.327367210648, 18037.327367719907]",3,2,18037.327366747686,2019-05-21 07:51:24.487000+00:00,2019-05-21 07:51:24.494000+00:00,-0.007
523,h4,18037.32737146991,523,208.5,"[18037.327371458334, 18037.327371458334, 18037.32737150463, 18037.327371458334, 18037.327371909723, 18037.327372418982]",3,2,18037.327371458334,2019-05-21 07:51:24.894000+00:00,2019-05-21 07:51:24.898000+00:00,-0.004
524,h4,18037.32737542824,524,211.125,"[18037.327373645832, 18037.32737329861, 18037.32737548611, 18037.327375405093, 18037.327375879628, 18037.327376585647]",3,2,18037.327375405093,2019-05-21 07:51:25.235000+00:00,2019-05-21 07:51:25.242000+00:00,-0.007
525,h4,18037.32738087963,525,210.25,"[18037.327380868053, 18037.327380763887, 18037.3273809375, 18037.327380868053, 18037.327381319443, 18037.32738179398]",3,2,18037.327380868053,2019-05-21 07:51:25.707000+00:00,2019-05-21 07:51:25.713000+00:00,-0.006
526,h4,18037.327391180555,526,211.125,"[18037.32738943287, 18037.327389375, 18037.32739125, 18037.327391168983, 18037.327391620373, 18037.32739170139]",3,2,18037.327391168983,2019-05-21 07:51:26.597000+00:00,2019-05-21 07:51:26.604000+00:00,-0.007
527,h4,18037.327396539353,527,211.125,"[18037.327395810185, 18037.327396527777, 18037.327396608795, 18037.327396527777, 18037.327396979166, 18037.327397465277]",3,2,18037.327396527777,2019-05-21 07:51:27.060000+00:00,2019-05-21 07:51:27.067000+00:00,-0.007
528,h4,18037.327399745373,528,588.25,"[18037.327399050926, 18037.32739822917, 18037.32739965278, 18037.327399733796, 18037.327400208334, 18037.327397962963]",5,2,18037.327397962963,2019-05-21 07:51:27.184000+00:00,2019-05-21 07:51:27.330000+00:00,-0.146
529,h4,18037.327405115742,529,203.25,"[18037.327405092594, 18037.327405092594, 18037.327405081018, 18037.327405104166, 18037.327405555556, 18037.327406030094]",2,3,18037.327405081018,2019-05-21 07:51:27.799000+00:00,2019-05-21 07:51:27.801000+00:00,-0.002
530,h4,18037.32740837963,530,193.625,"[18037.327408368055, 18037.327408368055, 18037.327408217592, 18037.327408368055, 18037.327408819445, 18037.32740980324]",2,3,18037.327408217592,2019-05-21 07:51:28.070000+00:00,2019-05-21 07:51:28.083000+00:00,-0.013
531,h4,18037.327414074076,531,211.125,"[18037.3274140625, 18037.3274140625, 18037.327414143518, 18037.3274140625, 18037.32741451389, 18037.327414988427]",3,2,18037.3274140625,2019-05-21 07:51:28.575000+00:00,2019-05-21 07:51:28.582000+00:00,-0.007
532,h4,18037.327423125,532,211.125,"[18037.32742322917, 18037.32742138889, 18037.327423194445, 18037.327423113427, 18037.327423564817, 18037.327424155093]",3,2,18037.327423113427,2019-05-21 07:51:29.357000+00:00,2019-05-21 07:51:29.364000+00:00,-0.007
533,h4,18037.327429444445,533,211.125,"[18037.327427384258, 18037.327428900462, 18037.327429224537, 18037.32742914352, 18037.327429618053, 18037.327430324072]",3,2,18037.32742914352,2019-05-21 07:51:29.878000+00:00,2019-05-21 07:51:29.885000+00:00,-0.007
534,h4,18037.32743611111,534,212.0,"[18037.327436087966, 18037.327436087966, 18037.327436180556, 18037.327436087966, 18037.32743653935, 18037.32743726852]",3,2,18037.327436087966,2019-05-21 07:51:30.478000+00:00,2019-05-21 07:51:30.486000+00:00,-0.008
535,h4,18037.32744025463,535,211.125,"[18037.327440243054, 18037.327440243054, 18037.327440277775, 18037.327440196757, 18037.327440694444, 18037.327441215275]",3,2,18037.327440196757,2019-05-21 07:51:30.833000+00:00,2019-05-21 07:51:30.840000+00:00,-0.007
536,h4,18037.327444988427,536,211.125,"[18037.327443495367, 18037.32744358796, 18037.32744505787, 18037.32744497685, 18037.32744542824, 18037.3274459375]",3,2,18037.32744497685,2019-05-21 07:51:31.246000+00:00,2019-05-21 07:51:31.253000+00:00,-0.007
537,h4,18037.327449652777,537,214.625,"[18037.327448993055, 18037.32744885417, 18037.327449618057, 18037.327449490742, 18037.32745002315, 18037.327450659723]",3,2,18037.327449490742,2019-05-21 07:51:31.636000+00:00,2019-05-21 07:51:31.647000+00:00,-0.011
538,h4,18037.327454525464,538,211.125,"[18037.32745292824, 18037.32745451389, 18037.327454537037, 18037.32745445602, 18037.32745490741, 18037.327455474537]",3,2,18037.32745445602,2019-05-21 07:51:32.065000+00:00,2019-05-21 07:51:32.072000+00:00,-0.007
539,h4,18037.327461111112,539,212.875,"[18037.32745996528, 18037.32746109954, 18037.32746002315, 18037.327459918983, 18037.327460370372, 18037.327460891207]",3,2,18037.327459918983,2019-05-21 07:51:32.537000+00:00,2019-05-21 07:51:32.546000+00:00,-0.009
540,h4,18037.32746578704,540,211.125,"[18037.327465775463, 18037.32746579861, 18037.32746585648, 18037.327465775463, 18037.327466226852, 18037.32746673611]",3,2,18037.327465775463,2019-05-21 07:51:33.043000+00:00,2019-05-21 07:51:33.050000+00:00,-0.007
541,h4,18037.327472847224,541,211.125,"[18037.3274728125, 18037.3274728125, 18037.327472893518, 18037.3274728125, 18037.32747326389, 18037.327473773148]",3,2,18037.3274728125,2019-05-21 07:51:33.651000+00:00,2019-05-21 07:51:33.658000+00:00,-0.007
542,h4,18037.327476412036,542,212.875,"[18037.327475104168, 18037.327475127317, 18037.327475208334, 18037.327475104168, 18037.327475578706, 18037.327476064816]",3,2,18037.327475104168,2019-05-21 07:51:33.849000+00:00,2019-05-21 07:51:33.858000+00:00,-0.009
543,h4,18037.327482569446,543,212.875,"[18037.327481122684, 18037.32748111111, 18037.32748238426, 18037.327482280092, 18037.32748275463, 18037.32748327546]",3,2,18037.327482280092,2019-05-21 07:51:34.469000+00:00,2019-05-21 07:51:34.478000+00:00,-0.009
544,h4,18037.327486377315,544,212.0,"[18037.327486354166, 18037.327486354166, 18037.327486446757, 18037.327486354166, 18037.327486805552, 18037.327487291666]",3,2,18037.327486354166,2019-05-21 07:51:34.821000+00:00,2019-05-21 07:51:34.829000+00:00,-0.008
545,h4,18037.327490532407,545,76.375,"[18037.327489247687, 18037.32748945602, 18037.32748947917, 18037.327490497686, 18037.327490949076, 18037.327490046297]",2,5,18037.32748947917,2019-05-21 07:51:35.091000+00:00,2019-05-21 07:51:35.140000+00:00,-0.049
546,h4,18037.327495717593,546,212.0,"[18037.327495694448, 18037.327495694448, 18037.327495787038, 18037.327495694448, 18037.327496145834, 18037.327496631948]",3,2,18037.327495694448,2019-05-21 07:51:35.628000+00:00,2019-05-21 07:51:35.636000+00:00,-0.008
547,h4,18037.32750045139,547,211.125,"[18037.327500439813, 18037.3275002662, 18037.32750052083, 18037.327500439813, 18037.327500891202, 18037.32750140046]",3,2,18037.327500439813,2019-05-21 07:51:36.038000+00:00,2019-05-21 07:51:36.045000+00:00,-0.007
548,h4,18037.32750451389,548,395.75,"[18037.327503425924, 18037.327502777778, 18037.327504583332, 18037.327504490742, 18037.327504965277, 18037.32750369213]",5,3,18037.32750369213,2019-05-21 07:51:36.319000+00:00,2019-05-21 07:51:36.388000+00:00,-0.069
549,h4,18037.32751064815,549,212.0,"[18037.327510636573, 18037.327510613424, 18037.327510706018, 18037.327510613424, 18037.327511064814, 18037.327511574073]",3,2,18037.327510613424,2019-05-21 07:51:36.917000+00:00,2019-05-21 07:51:36.925000+00:00,-0.008
550,h4,18037.327518344908,550,212.0,"[18037.32751833333, 18037.327517118054, 18037.32751841435, 18037.32751832176, 18037.327518773145, 18037.32751929398]",3,2,18037.32751832176,2019-05-21 07:51:37.583000+00:00,2019-05-21 07:51:37.591000+00:00,-0.008
551,h4,18037.327527245372,551,212.0,"[18037.327527233796, 18037.32752641204, 18037.327526666668, 18037.327526574074, 18037.327527048612, 18037.327527511574]",3,2,18037.327526574074,2019-05-21 07:51:38.296000+00:00,2019-05-21 07:51:38.304000+00:00,-0.008
552,h4,18037.32753357639,552,211.125,"[18037.32753321759, 18037.327531655093, 18037.327533645832, 18037.327533564814, 18037.327534027776, 18037.32753474537]",3,2,18037.327533564814,2019-05-21 07:51:38.900000+00:00,2019-05-21 07:51:38.907000+00:00,-0.007
553,h4,18037.32753826389,553,212.0,"[18037.327536759258, 18037.32753622685, 18037.32753832176, 18037.327538229165, 18037.327538680554, 18037.327539189813]",3,2,18037.327538229165,2019-05-21 07:51:39.303000+00:00,2019-05-21 07:51:39.311000+00:00,-0.008
554,h4,18037.327543425927,554,212.0,"[18037.32754340278, 18037.32754199074, 18037.32754349537, 18037.32754340278, 18037.327543854164, 18037.327544340278]",3,2,18037.32754340278,2019-05-21 07:51:39.750000+00:00,2019-05-21 07:51:39.758000+00:00,-0.008
555,h4,18037.327564988427,555,212.0,"[18037.32756497685, 18037.32756497685, 18037.327565069445, 18037.32756497685, 18037.32756542824, 18037.3275659375]",3,2,18037.32756497685,2019-05-21 07:51:41.614000+00:00,2019-05-21 07:51:41.622000+00:00,-0.008
556,h4,18037.327571342594,556,212.0,"[18037.327569999998, 18037.327570254627, 18037.327571412035, 18037.327571319445, 18037.327571782407, 18037.3275725]",3,2,18037.327571319445,2019-05-21 07:51:42.162000+00:00,2019-05-21 07:51:42.170000+00:00,-0.008
557,h4,18037.327592997684,557,212.0,"[18037.327591435187, 18037.327592800928, 18037.32759277778, 18037.327592685186, 18037.327593136575, 18037.327593645834]",3,2,18037.327592685186,2019-05-21 07:51:44.008000+00:00,2019-05-21 07:51:44.016000+00:00,-0.008
558,h4,18037.327600092594,558,210.25,"[18037.32760008102, 18037.327598125, 18037.327598645832, 18037.32759857639, 18037.327599039352, 18037.32759951389]",3,2,18037.32759857639,2019-05-21 07:51:44.517000+00:00,2019-05-21 07:51:44.523000+00:00,-0.006
559,h4,18037.327604699076,559,212.0,"[18037.3276046875, 18037.3276046875, 18037.327604780094, 18037.3276046875, 18037.32760513889, 18037.327605648148]",3,2,18037.3276046875,2019-05-21 07:51:45.045000+00:00,2019-05-21 07:51:45.053000+00:00,-0.008
560,h4,18037.327608217594,560,212.0,"[18037.32760820602, 18037.32760820602, 18037.327608298612, 18037.32760820602, 18037.327608680556, 18037.327609201388]",3,2,18037.32760820602,2019-05-21 07:51:45.349000+00:00,2019-05-21 07:51:45.357000+00:00,-0.008
561,h4,18037.32761193287,561,212.0,"[18037.327611921297, 18037.327611921297, 18037.32761201389, 18037.327611921297, 18037.327612372686, 18037.327612858797]",3,2,18037.327611921297,2019-05-21 07:51:45.670000+00:00,2019-05-21 07:51:45.678000+00:00,-0.008
562,h4,18037.327615694445,562,212.0,"[18037.32761568287, 18037.327614201386, 18037.327615775463, 18037.32761568287, 18037.32761613426, 18037.327616643517]",3,2,18037.32761568287,2019-05-21 07:51:45.995000+00:00,2019-05-21 07:51:46.003000+00:00,-0.008
563,h4,18037.327619629632,563,127.125,"[18037.3276178125, 18037.327618113428, 18037.32761790509, 18037.327618935185, 18037.327619409723, 18037.327618981482]",2,3,18037.32761790509,2019-05-21 07:51:46.187000+00:00,2019-05-21 07:51:46.276000+00:00,-0.089
564,h4,18037.327624872687,564,212.0,"[18037.32762486111, 18037.32762486111, 18037.327624953705, 18037.32762486111, 18037.3276253125, 18037.32762582176]",3,2,18037.32762486111,2019-05-21 07:51:46.788000+00:00,2019-05-21 07:51:46.796000+00:00,-0.008
565,h4,18037.32763505787,565,212.875,"[18037.327635034726, 18037.327635034726, 18037.327635138892, 18037.327635034726, 18037.327635486112, 18037.327635972226]",3,2,18037.327635034726,2019-05-21 07:51:47.667000+00:00,2019-05-21 07:51:47.676000+00:00,-0.009
566,h4,18037.32764246528,566,212.875,"[18037.327640497686, 18037.327640844906, 18037.327642546297, 18037.32764244213, 18037.327642916665, 18037.32764341435]",3,2,18037.32764244213,2019-05-21 07:51:48.307000+00:00,2019-05-21 07:51:48.316000+00:00,-0.009
567,h4,18037.327650219908,567,212.875,"[18037.327648391205, 18037.327648564817, 18037.32765030093, 18037.327650196763, 18037.327650671297, 18037.327651377316]",3,2,18037.327650196763,2019-05-21 07:51:48.977000+00:00,2019-05-21 07:51:48.986000+00:00,-0.009
568,h4,18037.327655462963,568,212.875,"[18037.327654375, 18037.327653981483, 18037.327655555557, 18037.32765545139, 18037.32765590278, 18037.32765662037]",3,2,18037.32765545139,2019-05-21 07:51:49.431000+00:00,2019-05-21 07:51:49.440000+00:00,-0.009
569,h4,18037.327661423613,569,210.25,"[18037.327661412037, 18037.327661412037, 18037.327661481482, 18037.327661412037, 18037.327661863426, 18037.327662349537]",3,2,18037.327661412037,2019-05-21 07:51:49.946000+00:00,2019-05-21 07:51:49.952000+00:00,-0.006
570,h4,18037.327666712965,570,212.0,"[18037.32766670139, 18037.32766670139, 18037.327666793983, 18037.32766670139, 18037.32766715278, 18037.32766763889]",3,2,18037.32766670139,2019-05-21 07:51:50.403000+00:00,2019-05-21 07:51:50.411000+00:00,-0.008
571,h4,18037.32767238426,571,212.875,"[18037.327672372685, 18037.327672372685, 18037.32767247685, 18037.327672372685, 18037.327672824074, 18037.327673310185]",3,2,18037.327672372685,2019-05-21 07:51:50.893000+00:00,2019-05-21 07:51:50.902000+00:00,-0.009
572,h4,18037.32767763889,572,343.25,"[18037.327677627316, 18037.327677627316, 18037.32767771991, 18037.327677627316, 18037.327678078706, 18037.327677175927]",5,3,18037.327677175927,2019-05-21 07:51:51.308000+00:00,2019-05-21 07:51:51.347000+00:00,-0.039
573,h4,18037.327682881943,573,212.875,"[18037.3276828588, 18037.3276828588, 18037.327682962965, 18037.3276828588, 18037.327683310185, 18037.3276837963]",3,2,18037.3276828588,2019-05-21 07:51:51.799000+00:00,2019-05-21 07:51:51.808000+00:00,-0.009
574,h4,18037.32769056713,574,212.0,"[18037.327690000002, 18037.327690555558, 18037.32769064815, 18037.327690555558, 18037.327691006947, 18037.327691493058]",3,2,18037.327690555558,2019-05-21 07:51:52.464000+00:00,2019-05-21 07:51:52.472000+00:00,-0.008
575,h4,18037.32769951389,575,212.875,"[18037.32769888889, 18037.327699502315, 18037.32769960648, 18037.327699502315, 18037.327699953705, 18037.327700439815]",3,2,18037.327699502315,2019-05-21 07:51:53.237000+00:00,2019-05-21 07:51:53.246000+00:00,-0.009
576,h4,18037.327708055556,576,212.875,"[18037.327706539352, 18037.327706539352, 18037.32770664352, 18037.327706539352, 18037.327706990738, 18037.327707465276]",3,2,18037.327706539352,2019-05-21 07:51:53.845000+00:00,2019-05-21 07:51:53.854000+00:00,-0.009
577,h4,18037.32771712963,577,212.875,"[18037.327716342592, 18037.32771638889, 18037.327716493055, 18037.32771638889, 18037.327717002314, 18037.327717569446]",3,2,18037.32771638889,2019-05-21 07:51:54.696000+00:00,2019-05-21 07:51:54.705000+00:00,-0.009
578,h4,18037.327724537037,578,212.875,"[18037.327723506947, 18037.327723506947, 18037.327723611113, 18037.327723506947, 18037.327723958337, 18037.327724444447]",3,2,18037.327723506947,2019-05-21 07:51:55.311000+00:00,2019-05-21 07:51:55.320000+00:00,-0.009
579,h4,18037.327731076388,579,212.875,"[18037.327731064815, 18037.327731064815, 18037.32773116898, 18037.327731064815, 18037.327731516205, 18037.327732060185]",3,2,18037.327731064815,2019-05-21 07:51:55.964000+00:00,2019-05-21 07:51:55.973000+00:00,-0.009
580,h4,18037.32773398148,580,499.0,"[18037.32773396991, 18037.32773396991, 18037.327734074075, 18037.32773396991, 18037.327734444447, 18037.327732488426]",5,3,18037.327732488426,2019-05-21 07:51:56.087000+00:00,2019-05-21 07:51:56.215000+00:00,-0.128
581,h4,18037.32773883102,581,213.75,"[18037.327738356482, 18037.327737164353, 18037.327738715278, 18037.327738599535, 18037.327739050925, 18037.327739756944]",3,2,18037.327738599535,2019-05-21 07:51:56.615000+00:00,2019-05-21 07:51:56.625000+00:00,-0.01
582,h4,18037.327743356484,582,212.875,"[18037.327743344908, 18037.327743252314, 18037.32774335648, 18037.327743252314, 18037.327743703703, 18037.327744421298]",3,2,18037.327743252314,2019-05-21 07:51:57.017000+00:00,2019-05-21 07:51:57.026000+00:00,-0.009
583,h4,18037.327750949076,583,212.875,"[18037.327749375, 18037.327749375, 18037.327749479166, 18037.327749375, 18037.32774982639, 18037.32775054398]",3,2,18037.327749375,2019-05-21 07:51:57.546000+00:00,2019-05-21 07:51:57.555000+00:00,-0.009
